repository_name,class_count,loc_total,loc_mean,loc_median,loc_stdev,cbo_mean,cbo_median,cbo_stdev,cbo_min,cbo_max,dit_mean,dit_median,dit_stdev,dit_min,dit_max,lcom_mean,lcom_median,lcom_stdev,lcom_min,lcom_max
IDDD_Samples,651,28475,43.7404,30.0,46.7586,4.7358,3.0,5.6091,0.0,39.0,1.6436,1.0,1.0461,1.0,12.0,27.3272,5.0,93.3913,0.0,1647.0
Conductor,86,5385,62.6163,20.0,133.145,5.4767,3.0,6.2019,0.0,34.0,1.3488,1.0,0.6645,1.0,4.0,71.3372,0.0,406.3386,0.0,3494.0
Launcher3,990,60130,60.7374,15.0,172.0814,7.2495,3.0,10.9044,0.0,150.0,1.4778,1.0,0.8714,1.0,8.0,63.6808,0.0,728.6932,0.0,16414.0
sofa-rpc,1537,72920,47.4431,19.0,72.6377,5.298,3.0,5.6206,0.0,44.0,1.326,1.0,0.63,1.0,5.0,24.4671,0.0,128.2786,0.0,2609.0
learning-spark,133,2295,17.2556,7.0,24.1129,2.8271,2.0,3.4543,0.0,22.0,1.015,1.0,0.1222,1.0,2.0,1.797,0.0,12.0917,0.0,134.0
xboot,349,10265,29.4126,11.0,48.7834,7.4155,6.0,6.8218,0.0,38.0,1.212,1.0,0.5315,1.0,4.0,2.6562,0.0,9.3503,0.0,105.0
BackgroundLibrary,119,8029,67.4706,16.0,174.2743,4.7899,4.0,4.8308,0.0,26.0,1.2101,1.0,0.4091,1.0,2.0,34.1765,0.0,222.0867,0.0,1722.0
Timeline-View,2,418,209.0,209.0,282.8427,9.0,9.0,8.4853,3.0,15.0,1.5,1.5,0.7071,1.0,2.0,453.5,453.5,639.9316,1.0,906.0
DSBridge-Android,47,1841,39.1702,6.0,113.013,2.9787,2.0,3.8981,0.0,23.0,1.1064,1.0,0.3117,1.0,2.0,15.9787,0.0,72.1904,0.0,406.0
shopizer,1233,53489,43.3812,20.0,74.6507,7.8467,4.0,9.572,0.0,90.0,1.6788,1.0,0.9757,1.0,6.0,34.1452,2.0,130.9392,0.0,2617.0
react-native-share,41,1792,43.7073,21.0,54.2882,5.6341,3.0,4.7841,0.0,22.0,2.0732,2.0,0.9053,1.0,3.0,8.6098,8.0,11.3707,0.0,64.0
Sui,89,4514,50.7191,26.0,69.5864,4.9551,3.0,5.7126,0.0,31.0,1.1573,1.0,0.396,1.0,3.0,14.5506,1.0,66.2193,0.0,435.0
My-Blog,58,2411,41.569,30.0,47.1043,4.7586,3.0,5.7987,0.0,25.0,1.0517,1.0,0.3939,1.0,4.0,29.5517,5.0,62.4854,0.0,322.0
sticky-headers-recyclerview,29,808,27.8621,8.0,39.8808,4.6207,2.0,4.9455,0.0,17.0,1.2759,1.0,0.5276,1.0,3.0,3.2414,0.0,6.6797,0.0,31.0
pixel-dungeon,839,38623,46.0346,25.0,76.4196,5.6305,4.0,7.1357,0.0,92.0,2.6222,2.0,1.6892,1.0,13.0,12.4231,1.0,61.6879,0.0,1012.0
jstorm,3956,296225,74.8799,25.0,762.0013,5.5498,4.0,6.58,0.0,157.0,1.5526,1.0,2.0105,1.0,67.0,42.3673,1.0,526.0129,0.0,24428.0
PCAPdroid,253,24126,95.3597,31.0,190.2671,9.3597,6.0,11.9656,0.0,76.0,1.5613,1.0,0.8871,1.0,5.0,88.3913,0.0,673.8591,0.0,7536.0
AndServer,214,12029,56.2103,23.5,102.5642,5.0234,3.0,6.2981,0.0,52.0,1.5421,1.0,1.1929,1.0,5.0,48.0514,1.0,244.8217,0.0,2850.0
yacy_search_server,1541,167118,108.4478,42.0,212.4768,5.3284,4.0,6.7433,0.0,106.0,1.3673,1.0,0.7551,1.0,10.0,46.8274,0.0,301.3398,0.0,7742.0
Terasology,2827,112438,39.7729,17.0,66.3021,6.1705,4.0,7.8708,0.0,79.0,1.4599,1.0,0.8864,1.0,14.0,25.2466,0.0,171.5078,0.0,5539.0
RoaringBitmap,647,79586,123.0077,26.0,346.96,5.5688,5.0,4.8281,0.0,33.0,1.1376,1.0,0.4635,1.0,7.0,257.9675,0.0,1862.4427,0.0,31878.0
MaterialSearchView,41,1361,33.1951,10.0,73.9477,4.0488,2.0,6.2807,0.0,35.0,1.3171,1.0,0.5215,1.0,3.0,22.6585,1.0,132.5224,0.0,850.0
uncle-novel,269,16991,63.1636,26.0,248.7425,7.29,5.0,8.7714,0.0,57.0,1.658,1.0,0.8476,1.0,5.0,10.4164,0.0,35.7156,0.0,334.0
ahbottomnavigation,46,2339,50.8478,10.0,151.1673,5.1087,2.0,7.5402,0.0,42.0,1.1739,1.0,0.3832,1.0,2.0,57.4783,0.0,313.3105,0.0,2115.0
CircleProgress,25,1451,58.04,24.0,97.3073,5.76,6.0,4.2158,0.0,13.0,1.68,2.0,0.6904,1.0,4.0,85.76,1.0,244.3408,0.0,1007.0
JCTools,990,45934,46.398,18.0,83.4222,4.7051,3.0,5.2976,0.0,93.0,4.3141,3.0,3.4285,1.0,18.0,22.4818,0.0,87.5599,0.0,1102.0
sofa-jraft,1448,138122,95.3881,18.0,445.8196,6.1381,3.0,8.3555,0.0,120.0,1.4662,1.0,1.0885,1.0,18.0,76.0435,1.0,317.9728,0.0,7221.0
spotbugs,5342,220429,41.2634,14.0,191.7425,4.0874,2.0,7.7905,0.0,193.0,1.3768,1.0,0.8887,1.0,15.0,25.6831,0.0,366.0095,0.0,19493.0
MarqueeView,22,804,36.5455,17.0,53.0891,5.4091,4.0,4.8859,0.0,16.0,1.3636,1.0,0.4924,1.0,2.0,5.4545,0.0,12.0859,0.0,45.0
blossom,435,13365,30.7241,13.0,45.4985,5.7241,3.0,6.5064,0.0,45.0,1.3448,1.0,0.6725,1.0,5.0,6.977,0.0,26.8203,0.0,331.0
SwipeDelMenuLayout,40,1085,27.125,7.0,61.6563,3.1,2.0,3.342,0.0,16.0,1.25,1.0,0.4385,1.0,2.0,5.2,0.0,28.5991,0.0,180.0
NoHttp,228,8428,36.9649,14.0,59.7913,4.4561,3.0,4.7411,0.0,27.0,1.5,1.0,0.8047,1.0,4.0,45.6491,1.0,302.1428,0.0,4050.0
learning-note,658,13368,20.3161,13.0,23.3606,2.1945,2.0,2.4116,0.0,23.0,1.1733,1.0,0.5465,1.0,4.0,2.8936,0.0,21.7496,0.0,464.0
akhq,301,17177,57.0664,14.0,128.3777,8.1927,6.0,7.9206,0.0,58.0,1.2957,1.0,0.5313,1.0,4.0,29.4252,0.0,148.7667,0.0,1365.0
BannerViewPager,73,3154,43.2055,18.0,91.1798,5.411,3.0,7.1992,0.0,46.0,1.411,1.0,0.7233,1.0,4.0,47.8219,0.0,227.5911,0.0,1495.0
mpush,398,15032,37.7688,16.5,61.9157,4.7312,3.0,5.3229,0.0,36.0,1.3442,1.0,0.6951,1.0,4.0,24.5653,1.0,171.6143,0.0,3219.0
SuperTextView,86,4002,46.5349,5.0,200.9732,3.0465,2.0,5.8469,0.0,43.0,1.1628,1.0,0.4018,1.0,3.0,141.6744,0.0,1033.994,0.0,9393.0
CustomActivityOnCrash,15,893,59.5333,21.0,106.107,5.4,4.0,4.763,0.0,16.0,1.3333,1.0,0.488,1.0,2.0,32.3333,0.0,80.0586,0.0,252.0
blurkit-android,10,497,49.7,23.5,86.6154,6.1,5.0,5.646,0.0,19.0,1.5,1.0,0.7071,1.0,3.0,30.3,0.0,90.0025,0.0,286.0
DevOps-Projects,142,4452,31.3521,19.0,38.5642,5.7746,5.0,4.396,0.0,19.0,1.1901,1.0,0.5182,1.0,4.0,22.7535,0.0,132.4784,0.0,1432.0
undertow,3187,168171,52.7678,19.0,105.2641,5.1679,3.0,6.2635,0.0,59.0,1.2441,1.0,0.7257,1.0,16.0,37.1685,0.0,515.4935,0.0,20305.0
kylin,4764,317216,66.5861,22.0,148.7876,7.7857,5.0,9.6943,0.0,157.0,1.5036,1.0,0.8378,1.0,15.0,137.8071,1.0,5220.2747,0.0,347149.0
atmosphere,1718,87559,50.9657,20.0,90.1798,5.4825,4.0,5.7504,0.0,67.0,1.2061,1.0,0.6195,1.0,9.0,30.2503,1.0,355.3018,0.0,13805.0
helidon,7032,315632,44.8851,19.0,81.4003,5.4546,4.0,5.3497,0.0,53.0,1.3844,1.0,1.0908,1.0,34.0,34.1274,1.0,360.9085,0.0,22578.0
maestro,1124,58189,51.7696,18.0,137.3999,8.4297,6.0,8.1311,0.0,56.0,1.6059,1.0,0.8804,1.0,6.0,27.3532,0.0,367.2689,0.0,11921.0
tablesaw,766,48475,63.2833,23.0,103.6525,6.0561,4.0,6.2642,0.0,48.0,1.2833,1.0,0.598,1.0,6.0,108.389,1.0,478.5567,0.0,6739.0
roboguice,3335,74026,22.1967,6.0,67.8625,4.7013,3.0,6.6505,0.0,73.0,1.4159,1.0,1.5956,1.0,43.0,7.1277,0.0,70.3981,0.0,3207.0
ShadowLayout,75,4447,59.2933,12.0,173.6876,4.2133,2.0,5.8939,0.0,34.0,1.16,1.0,0.3691,1.0,2.0,29.7733,0.0,126.5427,0.0,733.0
andOTP,166,8443,50.8614,13.0,103.8997,6.1084,3.0,8.4538,0.0,55.0,1.5,1.0,0.9832,1.0,6.0,41.4157,0.0,339.3298,0.0,4273.0
portfolio,2705,299479,110.7131,26.0,411.5367,7.3948,5.0,8.52,0.0,133.0,1.4063,1.0,0.8541,1.0,19.0,87.0961,1.0,776.3068,0.0,25425.0
JavaSourceCodeLearning,317,6045,19.0694,13.0,19.1087,2.8549,2.0,2.9625,0.0,23.0,1.2587,1.0,0.4733,1.0,3.0,3.1388,0.0,9.4825,0.0,84.0
Skeleton,33,752,22.7879,8.0,27.4258,3.7273,3.0,3.4029,0.0,13.0,1.2424,1.0,0.5019,1.0,3.0,4.6061,0.0,14.5063,0.0,65.0
java,12150,2265956,186.4984,21.0,2034.7567,7.2812,6.0,10.1378,0.0,738.0,1.5051,1.0,2.6508,1.0,241.0,242.1543,1.0,2097.0062,0.0,151531.0
ChatKit,108,4680,43.3333,14.0,91.0647,5.7685,3.0,6.5462,0.0,34.0,2.8981,2.0,4.8316,1.0,47.0,35.4815,0.0,135.5428,0.0,937.0
spruce-android,122,4269,34.9918,15.0,66.0813,4.8607,3.0,6.0947,0.0,44.0,1.3689,1.0,0.7519,1.0,5.0,5.3525,0.0,30.9921,0.0,336.0
FoldCraftLauncher,2007,116294,57.9442,21.0,127.189,5.6901,4.0,7.0095,0.0,79.0,1.7329,1.0,1.6114,1.0,22.0,50.2431,1.0,868.7596,0.0,37128.0
Play-with-Algorithms,133,5384,40.4812,38.0,25.0767,2.9323,2.0,2.4563,0.0,11.0,1.0075,1.0,0.0867,1.0,2.0,4.2256,0.0,7.9426,0.0,68.0
Java,124,2697,21.75,13.0,21.5322,3.8065,2.0,4.1017,0.0,22.0,1.4194,1.0,0.8468,1.0,5.0,5.0968,1.0,13.849,0.0,104.0
grpc-spring,418,10752,25.7225,13.0,35.359,6.6053,6.0,5.2492,0.0,33.0,1.4785,1.0,1.1467,1.0,17.0,5.3684,0.0,24.049,0.0,270.0
Chronicle-Queue,528,29075,55.0663,21.0,134.4181,5.4072,4.0,6.2469,0.0,57.0,1.5966,1.0,0.8414,1.0,7.0,169.3447,0.0,2155.0826,0.0,34716.0
dinky,1368,60949,44.5534,20.0,81.9147,6.9605,5.0,7.791,0.0,69.0,1.3246,1.0,0.6411,1.0,5.0,24.4225,0.0,102.3874,0.0,1540.0
StylishMusicPlayer,194,5777,29.7784,12.5,45.786,5.0258,3.0,5.7921,0.0,35.0,1.3093,1.0,0.6496,1.0,4.0,13.2165,0.0,40.4069,0.0,364.0
Android-BluetoothKit,241,8347,34.6349,12.0,64.9471,4.0747,2.0,5.4316,0.0,42.0,1.2407,1.0,0.5084,1.0,3.0,18.7012,0.0,75.0665,0.0,785.0
ByteLegend,295,104032,352.6508,140.0,867.5817,6.9797,7.0,2.8163,0.0,18.0,1.0034,1.0,0.0582,1.0,2.0,727.8441,20.0,2317.1833,0.0,13027.0
Iris,926,38181,41.2322,17.0,74.5688,6.3013,4.0,7.3852,0.0,87.0,1.3121,1.0,0.8973,1.0,14.0,24.1199,0.0,185.9599,0.0,3900.0
liteflow,1967,42477,21.5948,9.0,36.2937,4.8775,3.0,4.5782,0.0,48.0,1.6762,2.0,0.6836,1.0,4.0,15.242,0.0,123.4828,0.0,2238.0
ftgo-application,370,6868,18.5622,12.5,23.0493,5.3459,3.0,5.5567,0.0,30.0,1.1892,1.0,0.6392,1.0,5.0,8.1919,0.0,31.0066,0.0,330.0
jackson-databind,6063,194213,32.0325,8.0,85.5956,3.774,2.0,5.8096,0.0,102.0,1.728,1.0,1.9726,1.0,45.0,23.6037,0.0,295.0068,0.0,11476.0
incubator-heron,1676,69959,41.7416,19.0,59.3181,5.5626,4.0,5.9852,0.0,48.0,1.435,1.0,0.8457,1.0,9.0,20.4033,1.0,185.0025,0.0,6093.0
smart-admin,574,12888,22.453,10.0,33.5364,6.4477,4.0,6.0829,0.0,38.0,1.2282,1.0,0.4364,1.0,4.0,3.777,0.0,19.1546,0.0,325.0
brigadier,85,4312,50.7294,29.0,77.1982,6.6353,5.0,5.4376,0.0,29.0,1.1529,1.0,0.3936,1.0,3.0,44.5529,0.0,231.113,0.0,2080.0
springdoc-openapi,3782,54779,14.4841,6.0,34.0439,3.95,3.0,4.8063,0.0,72.0,1.3329,1.0,0.657,1.0,5.0,9.0973,0.0,105.6165,0.0,4530.0
dependency-track,729,61001,83.6776,35.0,144.2773,8.9794,6.0,10.2999,0.0,89.0,1.5226,1.0,0.7318,1.0,5.0,112.6667,1.0,1544.5507,0.0,40699.0
groupie,93,3898,41.914,15.0,85.2742,5.0968,3.0,5.4075,0.0,41.0,1.828,1.0,1.0068,1.0,5.0,29.9032,0.0,141.4779,0.0,1097.0
Cimoc,605,26130,43.1901,11.0,66.1577,5.8661,3.0,7.16,0.0,52.0,1.5041,1.0,0.9396,1.0,6.0,23.2694,0.0,77.9355,0.0,1309.0
ASimpleCache,29,1993,68.7241,30.0,129.5484,4.5862,2.0,5.7041,0.0,26.0,1.3103,1.0,0.4708,1.0,2.0,38.5172,0.0,109.5033,0.0,436.0
marshalsec,72,2214,30.75,15.5,47.3925,7.2917,6.0,5.6405,0.0,23.0,1.8194,1.0,1.0254,1.0,5.0,14.5833,1.0,39.0351,0.0,210.0
light-4j,1296,75943,58.598,24.0,91.8183,4.7245,3.0,5.3101,0.0,50.0,1.1674,1.0,0.5726,1.0,7.0,25.1019,0.0,129.5678,0.0,2710.0
rejoiner,131,3566,27.2214,12.0,39.2909,6.6183,5.0,6.2196,0.0,44.0,1.5725,1.0,1.0454,1.0,8.0,4.9237,0.0,14.935,0.0,142.0
Linkage-RecyclerView,75,2552,34.0267,27.0,40.695,6.4,5.0,6.301,0.0,31.0,1.5467,1.0,0.7221,1.0,3.0,10.3867,1.0,24.4987,0.0,172.0
databus,1516,124341,82.0191,26.0,189.2159,5.5,3.0,7.8356,0.0,74.0,1.3608,1.0,0.8099,1.0,15.0,46.7348,0.0,228.1778,0.0,4727.0
android-hidden-api,4,478,119.5,138.0,89.9722,8.0,7.5,5.4772,2.0,15.0,1.0,1.0,0.0,1.0,1.0,56.5,0.5,112.3343,0.0,225.0
libstreaming,89,6798,76.382,29.0,116.735,3.573,2.0,4.5599,0.0,25.0,1.4157,1.0,0.8635,1.0,5.0,23.2921,0.0,66.5639,0.0,429.0
initializr,749,33559,44.8051,24.0,68.2323,5.8545,4.0,5.4927,0.0,47.0,1.263,1.0,0.6239,1.0,5.0,35.6449,1.0,179.9981,0.0,3486.0
NewbieGuide,78,1896,24.3077,8.0,40.393,4.3077,3.0,4.5621,0.0,24.0,1.1795,1.0,0.4185,1.0,3.0,10.4359,0.0,65.1208,0.0,570.0
hackpad,619,87731,141.7302,33.0,347.8068,5.0889,3.0,7.1367,0.0,76.0,1.8061,1.0,1.361,1.0,11.0,152.2989,1.0,963.6455,0.0,19840.0
android-common,85,6519,76.6941,35.0,139.3266,3.5176,2.0,3.5777,0.0,16.0,1.2471,1.0,0.5957,1.0,4.0,124.3529,1.0,700.4437,0.0,5063.0
ArchUnit,3673,80143,21.8195,6.0,61.5856,3.6099,2.0,6.9321,0.0,180.0,1.2744,1.0,1.0465,1.0,28.0,39.4931,0.0,483.8235,0.0,14028.0
chatgpt-java,69,2014,29.1884,8.0,62.0927,5.2754,3.0,6.4441,0.0,40.0,1.2754,1.0,0.7253,1.0,4.0,14.5942,0.0,57.7951,0.0,360.0
spock,734,25871,35.2466,15.0,58.4515,5.5872,4.0,6.8352,0.0,61.0,1.4768,1.0,1.1367,1.0,18.0,34.3951,1.0,184.2165,0.0,2548.0
data-transfer-project,934,34095,36.5043,19.0,49.7717,6.9347,4.0,7.9603,0.0,51.0,1.2537,1.0,0.7164,1.0,5.0,6.8715,0.0,22.1492,0.0,323.0
emojicon,39,2971,76.1795,13.0,261.0418,5.1538,4.0,5.2392,0.0,22.0,1.5641,1.0,0.7879,1.0,4.0,6.7692,0.0,12.9847,0.0,54.0
tika,2579,178063,69.0434,32.0,106.973,6.1121,4.0,6.6575,0.0,85.0,1.513,1.0,1.7748,1.0,79.0,29.6537,1.0,178.4242,0.0,6005.0
Android,56,1410,25.1786,22.0,18.7327,4.8036,5.0,3.3706,0.0,13.0,1.6607,2.0,0.5808,1.0,3.0,2.1429,1.0,3.9424,0.0,22.0
android-maps-utils,218,13946,63.9725,38.0,103.6108,7.0138,5.0,6.9743,0.0,49.0,1.6743,1.0,0.9354,1.0,6.0,37.9083,1.0,148.0036,0.0,1738.0
island,183,7631,41.6995,18.0,62.3092,6.7978,4.0,7.1451,0.0,38.0,1.5191,1.0,0.8441,1.0,7.0,52.1148,1.0,350.323,0.0,4560.0
termux-api,168,11674,69.4881,26.5,100.5048,5.4702,4.0,5.4255,0.0,46.0,1.3929,1.0,0.9605,1.0,12.0,3.6845,0.0,10.03,0.0,58.0
android,512,22657,44.252,14.0,93.0016,4.209,2.0,5.7615,0.0,59.0,1.5176,1.0,1.0411,1.0,9.0,15.6523,0.0,173.806,0.0,3766.0
kubernetes-client,8015,382653,47.7421,39.0,47.7279,21.9155,30.0,13.9572,0.0,204.0,1.1152,1.0,0.473,1.0,7.0,85.8893,37.0,565.6314,0.0,32140.0
Alink,8181,475597,58.1343,13.0,228.8156,6.4727,5.0,6.245,0.0,61.0,1.7423,1.0,1.1858,1.0,18.0,34.7027,0.0,236.7063,0.0,8073.0
ExplosionField,10,343,34.3,20.5,36.8874,4.9,2.0,4.9318,0.0,14.0,1.5,1.5,0.527,1.0,2.0,4.3,0.0,10.3928,0.0,33.0
vertx-examples,453,9120,20.1325,17.0,15.5327,5.351,5.0,2.6737,0.0,17.0,1.8234,2.0,0.5193,1.0,3.0,1.0265,1.0,2.4985,0.0,35.0
logging-log4j2,3443,169552,49.2454,21.0,97.1538,5.5379,4.0,5.3014,0.0,60.0,1.5138,1.0,1.4291,1.0,55.0,46.4569,1.0,1259.1673,0.0,73536.0
AppUpdate,64,2925,45.7031,13.0,78.5836,4.4375,3.0,6.0129,0.0,31.0,1.1562,1.0,0.407,1.0,3.0,37.1406,1.0,112.1626,0.0,545.0
android-stackblur,41,933,22.7561,5.0,41.2849,1.7561,0.0,3.8064,0.0,21.0,1.0976,1.0,0.3745,1.0,3.0,0.5854,0.0,1.897,0.0,11.0
FlexibleAdapter,326,15857,48.6411,16.0,161.6814,5.9877,4.0,7.6053,0.0,74.0,2.1135,1.0,1.6406,1.0,8.0,102.1564,1.0,1464.5479,0.0,26440.0
DropDownMenu,19,513,27.0,6.0,42.2466,4.5263,3.0,3.6571,1.0,14.0,1.3684,1.0,0.4956,1.0,2.0,2.1579,0.0,4.2461,0.0,13.0
MyPerf4J,319,10519,32.9749,18.0,46.0527,3.8997,2.0,4.3801,0.0,44.0,1.1567,1.0,0.3641,1.0,2.0,10.1567,0.0,40.4224,0.0,441.0
ThreeTenABP,7,117,16.7143,17.0,7.017,4.2857,4.0,1.7995,2.0,7.0,1.4286,1.0,0.5345,1.0,2.0,1.4286,0.0,2.2991,0.0,6.0
MagicaSakura,84,5367,63.8929,33.5,75.5125,8.2976,7.5,7.2921,0.0,40.0,1.6786,2.0,1.194,1.0,11.0,25.4405,3.0,73.5326,0.0,543.0
netty-learning,1164,68759,59.0713,20.0,132.4503,5.0172,4.0,4.7016,0.0,31.0,1.6641,1.0,1.1543,1.0,14.0,39.2491,1.0,377.9788,0.0,8875.0
RxAndroidBle,477,15479,32.4507,10.0,75.4305,5.3732,3.0,6.4664,0.0,42.0,1.3145,1.0,0.9015,1.0,6.0,53.4822,0.0,620.6285,0.0,12209.0
concurrency-limits,128,5153,40.2578,20.0,42.5743,4.6094,3.0,4.5976,0.0,22.0,1.2812,1.0,0.7092,1.0,5.0,8.3828,1.0,21.3095,0.0,188.0
parceler,440,10156,23.0818,9.0,72.9917,4.7023,3.0,7.1553,0.0,95.0,1.35,1.0,1.321,1.0,23.0,16.5886,0.0,219.6192,0.0,4464.0
AxonFramework,4522,164549,36.3885,16.0,62.5843,6.1747,5.0,6.1471,0.0,61.0,1.2618,1.0,0.7067,1.0,10.0,11.9149,0.0,79.8538,0.0,3160.0
immutables,2787,72307,25.9444,7.0,71.1657,4.6606,3.0,5.0685,0.0,73.0,1.2878,1.0,1.1526,1.0,21.0,30.7194,0.0,564.4297,0.0,20359.0
floatingsearchview,135,4170,30.8889,7.0,116.2113,3.5704,2.0,7.119,0.0,68.0,1.1778,1.0,0.4711,1.0,3.0,26.2815,0.0,242.9187,0.0,2796.0
spring-cloud-kubernetes,1211,36607,30.2287,15.0,43.2322,8.18,7.0,6.4297,0.0,36.0,1.2964,1.0,0.591,1.0,5.0,4.886,0.0,22.1306,0.0,528.0
NetGuard,199,13021,65.4322,11.0,226.5632,4.809,2.0,8.0637,0.0,63.0,1.2513,1.0,0.687,1.0,6.0,18.4925,0.0,129.2152,0.0,1482.0
retrolambda,240,4848,20.2,5.5,42.623,2.5125,1.0,5.3073,0.0,50.0,1.4125,1.0,0.9242,1.0,7.0,9.0042,0.0,43.5674,0.0,406.0
proguard,580,33295,57.4052,22.0,111.4337,9.2672,6.0,13.4045,0.0,170.0,1.2328,1.0,0.8328,1.0,7.0,58.5448,1.0,537.5321,0.0,11570.0
sndcpy,4,214,53.5,20.0,70.3728,7.75,4.5,8.2614,2.0,20.0,2.0,2.0,0.8165,1.0,3.0,20.25,0.0,40.5,0.0,81.0
Music-Player,32,926,28.9375,19.5,32.1086,4.4062,3.5,3.6796,0.0,12.0,1.75,2.0,0.8032,1.0,4.0,5.0312,0.5,9.7666,0.0,37.0
JavaEETest,154,2293,14.8896,9.0,18.7451,3.5065,3.0,3.2944,0.0,20.0,1.0974,1.0,0.3574,1.0,3.0,3.5779,0.0,10.1998,0.0,77.0
12306,418,8660,20.7177,9.0,44.7994,5.0478,3.0,6.3776,0.0,69.0,1.2033,1.0,0.5577,1.0,5.0,2.7105,0.0,11.6644,0.0,141.0
RecyclerViewPager,71,2735,38.5211,20.0,63.4615,4.3099,2.0,4.2782,0.0,19.0,1.493,1.0,0.7146,1.0,4.0,9.9718,0.0,59.9245,0.0,500.0
Store,290,11288,38.9241,14.0,182.4719,6.2,5.0,4.9838,0.0,35.0,1.5621,1.0,3.1389,1.0,52.0,17.0552,1.0,124.6656,0.0,2053.0
SwipeMenuListView,33,1347,40.8182,12.0,65.7493,4.3939,2.0,4.8344,0.0,16.0,1.4545,1.0,0.7538,1.0,4.0,15.2424,1.0,40.2609,0.0,158.0
SAI,391,16401,41.9463,21.0,57.1097,6.4271,5.0,6.8705,0.0,43.0,1.5396,1.0,0.9353,1.0,11.0,13.2634,1.0,34.005,0.0,294.0
GeekNews,439,11939,27.1959,11.0,42.4855,4.6264,2.0,5.2235,0.0,33.0,1.4465,1.0,0.9172,1.0,5.0,10.0091,0.0,37.6498,0.0,537.0
LoadSir,74,1481,20.0135,12.5,21.1229,5.1892,3.0,4.3532,0.0,18.0,1.5541,1.5,0.6,1.0,3.0,4.0135,0.0,11.9903,0.0,91.0
commafeed,269,9527,35.4164,16.0,48.9671,7.4424,5.0,7.9538,0.0,66.0,1.368,1.0,0.8651,1.0,10.0,5.9628,0.0,18.863,0.0,190.0
Toaster,36,1481,41.1389,19.0,51.884,4.5278,3.0,4.4239,0.0,21.0,1.3333,1.0,0.6761,1.0,4.0,38.6389,0.5,106.9908,0.0,607.0
migration,12,101,8.4167,8.0,3.2039,1.4167,1.0,0.6686,1.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0833,0.0,0.2887,0.0,1.0
BottomNavigationViewEx,29,1371,47.2759,13.0,92.4252,4.8966,3.0,5.1224,0.0,23.0,1.5862,1.0,0.7328,1.0,3.0,50.1379,0.0,185.8972,0.0,741.0
incubator-kie-optaplanner,3215,155526,48.3751,23.0,94.0458,7.2747,5.0,6.9114,0.0,85.0,1.8747,1.0,1.2681,1.0,23.0,49.2208,1.0,436.9812,0.0,15213.0
my-site,90,3496,38.8444,11.0,78.0078,6.1889,3.0,7.9759,0.0,36.0,1.1889,1.0,0.4948,1.0,4.0,35.0222,0.0,169.5984,0.0,1306.0
Nekogram,14260,1777972,124.6825,18.0,919.2231,7.2405,4.0,16.5618,0.0,798.0,1.6698,1.0,17.59,1.0,2091.0,84.6295,0.0,1726.4535,0.0,110067.0
openj9,6985,642978,92.0513,21.0,1009.3077,3.3688,2.0,5.3058,0.0,190.0,1.523,1.0,1.3582,1.0,48.0,112.5102,0.0,2137.1355,0.0,107636.0
